sol_index,City,Labels,Wheat,Barley,Forestation Alfalfa,Sustains Alfalfa,vegetables,Medical and Aromatic plants,fully grown Beans,lentils,Fenugreek,chickpeas,Lupine,sugar Beet,Fully grown Onions,Garlic,Lfax,Others
Orginal,Beni sweif,Area,0.021014893580613175,2.5352545015860056e-05,0.0,0.010424290442654567,0.008716845550756755,0.0014603065929135394,1.5549560943060837e-05,0.0,2.2817290514274053e-05,0.00028884999621403226,0.0,0.0022269675541931474,0.0023055604437423136,0.0026457915978551558,0.0,0.0
Orginal,Beni sweif,Production,0.00478085813036229,2.546348156631534e-06,0.0,0.025467335498660516,0.00802104211473483,0.0017187574776381057,1.555336982158721e-06,0.0,1.637921246698122e-06,2.4692695097280932e-05,0.0,0.004325860124882459,0.0017562232056508142,0.0020102661674181017,0.0,0.0
Orginal,Fayoum,Water,0.033831010756983484,0.00020645298821921212,0.0004958508958723398,0.16522216784809804,0.002033771470695655,0.002666730555603657,6.760524891896835e-05,0.0,0.0,0.0,0.0,0.005397429118663975,0.0020880928812305453,0.0005112696368538589,0.0,0.0
Orginal,Fayoum,Area,0.032618584417405554,0.00023831392314908455,0.0006015313847429729,0.014901718909422225,0.00012708554748583556,0.0030235445185914705,6.202922680547094e-05,0.0,0.0,0.0,0.0,0.003125799783488773,0.001714677127906002,0.00041983814546264254,0.0,0.0
Orginal,Fayoum,Production,0.006972850971899344,2.9551402661015698e-05,0.00044949238784387037,0.021075807119425142,0.0018008049444580008,0.0013837268804458454,4.996348004633767e-06,0.0,0.0,0.0,0.0,0.004937286491444005,0.0018892802198678792,0.0002235968962404285,0.0,0.0
Orginal,Minya,Water,0.03628203707977902,1.6288516113809917e-05,0.00011006608946807478,0.01481519611017584,0.0017132197992132015,0.0010239625421060118,9.393571428740865e-05,0.0,0.00014635943362457357,0.00042358048942562975,0.0,0.0036169203523980925,0.0004429527537357435,0.001177280176788912,0.0,0.0
Orginal,Minya,Area,0.03986214456237031,0.0001793270017455168,0.0001335234037501963,0.014011844579365537,0.005678278142076303,0.002335138412927484,9.295933172482021e-05,0.0,0.00016073513540055276,0.0003834994976065765,0.0,0.004239283560585346,0.00047865604989943787,0.0009946648494555763,0.0,0.0
Orginal,Minya,Production,0.008696522213277545,2.758314435615997e-05,0.0002011477403298013,0.03934091385142813,0.007162013060803096,0.00035198789951101743,1.0777246522391846e-05,0.0,1.6461796731520623e-05,4.316404226592698e-05,0.0,0.008002552874308866,0.000488981430337794,0.0007269479886080782,0.0,0.0
Orginal,Assuit,Water,0.043313062037818297,9.488455988627136e-06,0.0004099803691752642,0.012040771579101264,0.0008884357624017876,0.00043235731121510986,0.0005414745550843219,1.2018710918927706e-05,7.092620851498785e-05,0.00033351922800024385,1.7395502645816417e-06,0.0019786593554950455,0.00046113896104727886,0.0002417974867768482,0.0,0
Orginal,Assuit,Area,0.03755387984715964,6.946597334345656e-05,0.0004364018082063378,0.009890534861587325,0.013516481753801969,0.0004507682503819918,0.00045989516658770147,1.4366442175654034e-05,9.786082376121983e-05,0.000262990400297855,2.3662375348136055e-06,0.0010737647899050596,0.0004921774072412299,0.00019234130818699164,0.0,0
Orginal,Assuit,Production,0.00797454304458592,1.0006460053357435e-05,0.00040906739035183353,0.023674637576171467,0.017048340436074328,0.00039775334610993556,4.621966005388482e-05,8.120786013041109e-07,5.97359513501668e-06,1.8677807829994553e-05,1.789325731687024e-07,0.0028322686445110307,0.0005657710323153471,0.0001185634757904002,0.0,0
Orginal,Sohag,Water,0.04041702712915615,9.646596921770922e-06,0.00043978993507286777,0.015601077477433882,0.001770941239810683,0.0,0.00011512659932867593,0.0,6.325637325751424e-05,1.1069865320064993e-06,4.586087061169783e-06,0.0,0.0013947239598616171,0.00012018710918927707,0.0,0.0
Orginal,Sohag,Area,0.03434661388568657,3.7014715723155684e-05,0.0004800081856336171,0.012351590914760248,0.002868893993994724,0.0,0.00016343940686891118,0.0,9.786082376121983e-05,8.450848338620019e-07,6.422644737351215e-06,0.0,0.0023934492664639618,0.0001243964875444867,0.0,0.0
Orginal,Sohag,Production,0.007178375678249733,5.023876092813568e-06,0.0008555592165841056,0.036254932582207966,0.0037325197122550424,0.0,1.6654493348779225e-05,0.0,8.09325792486131e-06,6.882022044950092e-08,3.9915727860710537e-07,0.0,0.0034401989438737424,0.00010885982470702057,0.0,0.0
Orginal,Qena,Water,0.015280367665018285,1.2018710918927706e-05,0.0,0.005839116744934568,0.00043346429774711635,9.01403318919578e-06,5.013067580658004e-05,1.2651274651502848e-06,7.630300024187655e-05,0.0,3.9535233285946405e-07,0.0,0.00018850399230739245,3.9693374219090185e-05,0.0,0.0
Orginal,Qena,Area,0.017739513781530828,5.256427666621652e-05,0.0,0.002961684308752772,0.0023696178741490536,5.053607306494771e-05,5.526854813457493e-05,1.5211527009516035e-06,6.287431163933295e-05,0.0,5.070509003172012e-07,0.0,0.0005621504314850037,3.008502008548727e-05,0.0,0.0
Orginal,Qena,Production,0.003882740489452213,4.858707563734766e-06,0.0,0.006993345633549205,0.009785533381670446,5.25786484234187e-06,4.7073030787458635e-06,8.258426453940111e-08,4.6935390346559635e-06,0.0,4.129213226970056e-08,0.0,0.0008182036009241166,1.3805336222169886e-05,0.0,0.0
Orginal,Aswan,Water,0.0023954397847954926,1.462803631580017e-05,0.0007885697631214869,0.00015102459115231526,2.8781649832168982e-05,2.2930435305848912e-05,0.0,2.3721139971567842e-07,0.0,0.0,0.00013323373617363937,0.00012248015271986196,0.0,0.0,0,0
Orginal,Aswan,Area,0.008878123230620647,0.00028901901318080465,0.0006309403369613707,0.012076128384642403,0.0005068818833504288,0.0002973008445526523,0.0,1.8591866344964042e-06,0.0,0.0,0.0002154966326348105,0.0014601375759467669,0.0,0.0,0,0
Orginal,Aswan,Production,0.0022899377792807837,2.1141571722086685e-05,0.0009461266266956489,0.017048340436074328,0.00010835055507569426,2.23803356901777e-05,0.0,1.2387639680910167e-07,0.0,0.0,0.000267105039608603,8.14143207917596e-05,0.0,0.0,0,0
Orginal,Luxor,Water,0.004340731403397199,5.7958651997197425e-05,0.0,0.0013809656986781078,0.0005531769841369621,0.0,4.7205068543420003e-05,0.0,1.5893163780950453e-05,1.3046626984362313e-05,0.0,0.0,9.527991221913083e-05,5.693073593176282e-05,0.0,0.0
Orginal,Luxor,Area,0.006835215153242644,9.110014509032381e-05,0.0,0.0012410915870097361,0.00015008706649389153,0.0,5.780380263616093e-05,0.0,1.2507255541157629e-05,1.0310034973116423e-05,0.0,0.0,0.00010343838366470903,4.47894961946861e-05,0.0,0.0
Orginal,Luxor,Production,0.0010001917918807768,7.005898441759195e-06,0.0,0.0015895681598103028,0.0021265310478454885,0.0,1.3530055340371882e-05,0.0,7.845505131243106e-07,5.367977195061072e-07,0.0,0.0,0.00011374606035893513,3.297864963940084e-05,0.0,0.0
Solution 3,Cairo,Water,0.00013489142513603325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Solution 3,Cairo,Area,0.0001586655003378245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Solution 3,Cairo,Production,2.6038464495408324e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Solution 3,Alexandria,Water,0.005728941069770456,0.0,0.00032550685965855255,0.0,0.0,9.58639225545788e-05,0.0,0.0,0.0,0.0,0.0,1.8212489604496835e-05,1.241760654852057e-06,0.0,0,0
Solution 3,Alexandria,Area,0.019818698696337442,0.0,0.0007061408974990388,0.0,0.0,0.0007693247118716096,0.0,0.0,0.0,0.0,0.0,3.476874701507389e-05,2.4708754223910378e-06,0.0,0,0
Solution 3,Alexandria,Production,0.0039091720323010835,0.0,0.0007495152326650546,0.0,0.0,7.166668654942457e-05,0.0,0.0,0.0,0.0,0.0,1.8359647543186554e-05,1.4720430101441335e-06,0.0,0,0
Solution 3,Port said,Water,0.0,0.0,0.0,0.010415413886413538,8.609540540307596e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Solution 3,Port said,Area,0.0,0.0,0.0,0.010395502375303895,1.4648761432746867e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Solution 3,Port said,Production,0.0,0.0,0.0,0.016056445433425853,8.85951811660821e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Solution 3,Suez,Water,0.001344431433032724,0.0,0.0,0.0005304801517527988,0.0,0.0,6.705507536201108e-05,0.0,0.0,0.0,0.0,0.0,4.1226453741088296e-05,5.794883055976267e-07,0.0,0
Solution 3,Suez,Area,0.0017783243397151499,0.0,0.0,0.0005702427492675317,0.0,0.0,0.00014542866771787252,0.0,0.0,0.0,0.0,0.0,7.377328046853242e-05,6.177188555977595e-06,0.0,0
Solution 3,Suez,Production,0.0003500051036564636,0.0,0.0,0.0010383082632107387,0.0,0.0,1.2103464750073985e-05,0.0,0.0,0.0,0.0,0.0,7.905416165588865e-05,2.18080445947279e-06,0.0,0
Solution 3,Damietta,Water,0.008196534435196454,0.0,0.0,0.00822583649795831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001567101946423296,0,0
Solution 3,Damietta,Area,0.010416328325292618,0.0,0.0,0.008927096409997221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022396720792958766,0,0
Solution 3,Damietta,Production,0.002094532255992144,0.0,0.0,0.014044326198893281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.481966344561983e-05,0,0
Solution 3,Dakahlia,Water,0.08718882851100106,0.0,0.0016119708980852838,0.0,0.0,1.2252038461206964e-05,0.0,7.922432977956124e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0005284933347050355,0
Solution 3,Dakahlia,Area,0.10646263637411725,0.0,0.002664309669743936,0.0,0.0,6.424276098216698e-05,0.0,0.0001881395143049176,0.0,0.0,0.0,0.0,0.0,0.0,0.0007569703347596544,0
Solution 3,Dakahlia,Production,0.033124024533072435,0.0,0.0016618411482576248,0.0,0.0,4.811399838711844e-06,0.0,1.5306521299924647e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00028594435472049793,0
Solution 3,Sharkia,Water,0.056400310218108686,0.0,0.0004173971481176048,0.025329351053628605,0.0,0.0,0.0008805738723774221,1.5479779961361134e-05,0.0,0.0,2.4007372660473106e-06,0.0100842554940099,0.0,9.760238747137168e-05,0,0
Solution 3,Sharkia,Area,0.06884193212474957,0.0,0.0006533700581208302,0.029487780273017846,0.0,0.0,0.001701903692722627,3.671014913266685e-05,0.0,0.0,5.294733047980795e-06,0.01369429755529753,0.0,0.00016925496643378608,0,0
Solution 3,Sharkia,Production,0.013229644097116192,0.0,0.0006168405413618787,0.07136884318037207,0.0,0.0,0.00016271527273241355,2.763453731725874e-06,0.0,0.0,2.453405016906889e-07,0.021418416617987344,0.0,8.541938467197485e-05,0,0
Solution 3,Quliubiya,Water,0.0,0.0,0.0,0.02383173937495412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Solution 3,Quliubiya,Area,0.0,0.0,0.0,0.02378639515139265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Solution 3,Quliubiya,Production,0.0,0.0,0.0,0.05678817536003618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Solution 3,Kafr el sheikh,Water,0.05808455767217088,0.0,0.0,0.0,0.0032715426212732296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024636531392264815,0,0
Solution 3,Kafr el sheikh,Area,0.06802408283393327,0.0,0.0,0.0,0.014290688037156385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003520997476907229,0,0
Solution 3,Kafr el sheikh,Production,0.013302140393344535,0.0,0.0,0.0,0.016882346045412337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013366968333781032,0,0
Solution 3,Gharbia,Water,0.0,0.0,0.0017962054247295488,0.04267096329532749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Solution 3,Gharbia,Area,0.0,0.0,0.0028115347118063826,0.0425899082451258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Solution 3,Gharbia,Production,0.0,0.0,0.0039018491020678336,0.10168663851678385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Solution 3,Monoufia,Water,0.025116169060492886,0.0,0.012003541485937535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Solution 3,Monoufia,Area,0.02905386549046563,0.0,0.018789678737732563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Solution 3,Monoufia,Production,0.006926519496034572,0.0,0.01903610204107787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Solution 3,Behaira,Water,0.10060297152286195,0.0,0.0,0.0,0.0,0.0,0.0009956436930603793,0.0,0.0,0.0,0.0,0.0,0.0,5.728655821050823e-05,0.0001109306185001171,0
Solution 3,Behaira,Area,0.12141284460839583,0.0,0.0,0.0,0.0,0.0,0.0017252005181337426,0.0,0.0,0.0,0.0,0.0,0.0,0.00019096337193050736,0.00016643110880819635,0
Solution 3,Behaira,Production,0.025781900333228285,0.0,0.0,0.0,0.0,0.0,0.00018554556941751933,0.0,0.0,0.0,0.0,0.0,0.0,8.390645157821561e-05,6.932232175549132e-05,0
Solution 3,Ismailia,Water,0.003614385521268602,0.0,0.0016996392003178389,0.0,0.0,0.0,1.655680873136076e-07,0.0,0.0,0.0002781543866868608,2.6242541839206807e-05,0.0,0.0,0,0,0
Solution 3,Ismailia,Area,0.00756616305156941,0.0,0.002358097608469047,0.0,0.0,0.0,3.5298220319871967e-07,0.0,0.0,0.0015139406695193088,7.836204911011577e-05,0.0,0.0,0,0,0
Solution 3,Ismailia,Production,0.0014763588871742838,0.0,0.004618834804940396,0.0,0.0,0.0,4.089008361511482e-08,0.0,0.0,0.002435018109307959,6.193484664902725e-05,0.0,0.0,0,0,0
Solution 3,Giza,Water,0.0,2.6656462057490827e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004723663567812961,0.0,0.0,0.0,0
Solution 3,Giza,Area,0.0,0.0001560181338138341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01700756500562231,0.0,0.0,0.0,0
Solution 3,Giza,Production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029664858943430905,0.0,0.0,0.0,0
Solution 3,Beni sweif,Water,0.0,0.0,0.05246879775320422,0.0,0.0,0.0,0.0,1.8543625779124054e-05,0.0003340336161552034,0.0,0.0,0.0,0.0,0.0,0,0
Solution 3,Beni sweif,Area,0.0,0.0,0.0509686516766462,0.0,0.0,0.0,0.0,2.382629871591358e-05,0.000301623292633306,0.0,0.0,0.0,0.0,0.0,0,0
